Country Name,Country Code,Indicator Name,Indicator Code,Most Recent Value,Year
Cayman Islands,CYM,Adequacy of social insurance programs (% of total welfare of beneficiary households),per_si_allsi.adq_pop_tot,NaN,1960.0
Central African Republic,CAF,Adequacy of social insurance programs (% of total welfare of beneficiary households),per_si_allsi.adq_pop_tot,NaN,1960.0
Chad,TCD,Adequacy of social insurance programs (% of total welfare of beneficiary households),per_si_allsi.adq_pop_tot,26.8862252706063,2011.0
Channel Islands,CHI,Adequacy of social insurance programs (% of total welfare of beneficiary households),per_si_allsi.adq_pop_tot,NaN,1960.0
Chile,CHL,Adequacy of social insurance programs (% of total welfare of beneficiary households),per_si_allsi.adq_pop_tot,23.394561805236002,2015.0
China,CHN,Adequacy of social insurance programs (% of total welfare of beneficiary households),per_si_allsi.adq_pop_tot,55.34534498849279,2013.0
Colombia,COL,Adequacy of social insurance programs (% of total welfare of beneficiary households),per_si_allsi.adq_pop_tot,38.2107684886195,2014.0
Comoros,COM,Adequacy of social insurance programs (% of total welfare of beneficiary households),per_si_allsi.adq_pop_tot,13.2289699429942,2004.0
"Congo, Dem. Rep.",COD,Adequacy of social insurance programs (% of total welfare of beneficiary households),per_si_allsi.adq_pop_tot,27.2868312017438,2012.0
"Congo, Rep.",COG,Adequacy of social insurance programs (% of total welfare of beneficiary households),per_si_allsi.adq_pop_tot,62.891287473736895,2005.0
Costa Rica,CRI,Adequacy of social insurance programs (% of total welfare of beneficiary households),per_si_allsi.adq_pop_tot,32.6504565245994,2014.0
Cote d'Ivoire,CIV,Adequacy of social insurance programs (% of total welfare of beneficiary households),per_si_allsi.adq_pop_tot,49.55472067640179,2015.0
Croatia,HRV,Adequacy of social insurance programs (% of total welfare of beneficiary households),per_si_allsi.adq_pop_tot,42.7761035299966,2010.0
Cuba,CUB,Adequacy of social insurance programs (% of total welfare of beneficiary households),per_si_allsi.adq_pop_tot,NaN,1960.0
Curacao,CUW,Adequacy of social insurance programs (% of total welfare of beneficiary households),per_si_allsi.adq_pop_tot,NaN,1960.0
Cyprus,CYP,Adequacy of social insurance programs (% of total welfare of beneficiary households),per_si_allsi.adq_pop_tot,NaN,1960.0
Czech Republic,CZE,Adequacy of social insurance programs (% of total welfare of beneficiary households),per_si_allsi.adq_pop_tot,NaN,1960.0
Denmark,DNK,Adequacy of social insurance programs (% of total welfare of beneficiary households),per_si_allsi.adq_pop_tot,NaN,1960.0
Djibouti,DJI,Adequacy of social insurance programs (% of total welfare of beneficiary households),per_si_allsi.adq_pop_tot,34.8538524109419,2012.0
Dominica,DMA,Adequacy of social insurance programs (% of total welfare of beneficiary households),per_si_allsi.adq_pop_tot,28.959261989676104,2002.0
Dominican Republic,DOM,Adequacy of social insurance programs (% of total welfare of beneficiary households),per_si_allsi.adq_pop_tot,26.9777687237357,2014.0
Ecuador,ECU,Adequacy of social insurance programs (% of total welfare of beneficiary households),per_si_allsi.adq_pop_tot,41.768447514840105,2016.0
"Egypt, Arab Rep.",EGY,Adequacy of social insurance programs (% of total welfare of beneficiary households),per_si_allsi.adq_pop_tot,39.249362693422604,2008.0
El Salvador,SLV,Adequacy of social insurance programs (% of total welfare of beneficiary households),per_si_allsi.adq_pop_tot,30.521189767638397,2014.0
Equatorial Guinea,GNQ,Adequacy of social insurance programs (% of total welfare of beneficiary households),per_si_allsi.adq_pop_tot,NaN,1960.0
Eritrea,ERI,Adequacy of social insurance programs (% of total welfare of beneficiary households),per_si_allsi.adq_pop_tot,NaN,1960.0
Estonia,EST,Adequacy of social insurance programs (% of total welfare of beneficiary households),per_si_allsi.adq_pop_tot,NaN,1960.0
Eswatini,SWZ,Adequacy of social insurance programs (% of total welfare of beneficiary households),per_si_allsi.adq_pop_tot,NaN,1960.0
Ethiopia,ETH,Adequacy of social insurance programs (% of total welfare of beneficiary households),per_si_allsi.adq_pop_tot,NaN,1960.0
Faroe Islands,FRO,Adequacy of social insurance programs (% of total welfare of beneficiary households),per_si_allsi.adq_pop_tot,NaN,1960.0
Fiji,FJI,Adequacy of social insurance programs (% of total welfare of beneficiary households),per_si_allsi.adq_pop_tot,42.8013567559738,2008.0
Finland,FIN,Adequacy of social insurance programs (% of total welfare of beneficiary households),per_si_allsi.adq_pop_tot,NaN,1960.0
France,FRA,Adequacy of social insurance programs (% of total welfare of beneficiary households),per_si_allsi.adq_pop_tot,NaN,1960.0
French Polynesia,PYF,Adequacy of social insurance programs (% of total welfare of beneficiary households),per_si_allsi.adq_pop_tot,NaN,1960.0
Gabon,GAB,Adequacy of social insurance programs (% of total welfare of beneficiary households),per_si_allsi.adq_pop_tot,20.1447566459533,2005.0
"Gambia, The",GMB,Adequacy of social insurance programs (% of total welfare of beneficiary households),per_si_allsi.adq_pop_tot,5.216973110076331,2010.0
Georgia,GEO,Adequacy of social insurance programs (% of total welfare of beneficiary households),per_si_allsi.adq_pop_tot,NaN,1960.0
Germany,DEU,Adequacy of social insurance programs (% of total welfare of beneficiary households),per_si_allsi.adq_pop_tot,NaN,1960.0
Ghana,GHA,Adequacy of social insurance programs (% of total welfare of beneficiary households),per_si_allsi.adq_pop_tot,96.4050198568497,2012.0
Gibraltar,GIB,Adequacy of social insurance programs (% of total welfare of beneficiary households),per_si_allsi.adq_pop_tot,NaN,1960.0
Greece,GRC,Adequacy of social insurance programs (% of total welfare of beneficiary households),per_si_allsi.adq_pop_tot,NaN,1960.0
Greenland,GRL,Adequacy of social insurance programs (% of total welfare of beneficiary households),per_si_allsi.adq_pop_tot,NaN,1960.0
Grenada,GRD,Adequacy of social insurance programs (% of total welfare of beneficiary households),per_si_allsi.adq_pop_tot,NaN,1960.0
Guam,GUM,Adequacy of social insurance programs (% of total welfare of beneficiary households),per_si_allsi.adq_pop_tot,NaN,1960.0
Guatemala,GTM,Adequacy of social insurance programs (% of total welfare of beneficiary households),per_si_allsi.adq_pop_tot,22.3202974475634,2014.0
Guinea,GIN,Adequacy of social insurance programs (% of total welfare of beneficiary households),per_si_allsi.adq_pop_tot,10.268513397059301,2012.0
Guinea-Bissau,GNB,Adequacy of social insurance programs (% of total welfare of beneficiary households),per_si_allsi.adq_pop_tot,NaN,1960.0
Guyana,GUY,Adequacy of social insurance programs (% of total welfare of beneficiary households),per_si_allsi.adq_pop_tot,NaN,1960.0
Haiti,HTI,Adequacy of social insurance programs (% of total welfare of beneficiary households),per_si_allsi.adq_pop_tot,34.5982204163246,2012.0
Honduras,HND,Adequacy of social insurance programs (% of total welfare of beneficiary households),per_si_allsi.adq_pop_tot,27.858384677400398,2013.0
"Hong Kong SAR, China",HKG,Adequacy of social insurance programs (% of total welfare of beneficiary households),per_si_allsi.adq_pop_tot,NaN,1960.0
Hungary,HUN,Adequacy of social insurance programs (% of total welfare of beneficiary households),per_si_allsi.adq_pop_tot,61.235900476735495,2007.0
Iceland,ISL,Adequacy of social insurance programs (% of total welfare of beneficiary households),per_si_allsi.adq_pop_tot,NaN,1960.0
India,IND,Adequacy of social insurance programs (% of total welfare of beneficiary households),per_si_allsi.adq_pop_tot,4.541358329502581,2011.0
Indonesia,IDN,Adequacy of social insurance programs (% of total welfare of beneficiary households),per_si_allsi.adq_pop_tot,NaN,1960.0
"Iran, Islamic Rep.",IRN,Adequacy of social insurance programs (% of total welfare of beneficiary households),per_si_allsi.adq_pop_tot,NaN,1960.0
Iraq,IRQ,Adequacy of social insurance programs (% of total welfare of beneficiary households),per_si_allsi.adq_pop_tot,19.6354617377167,2012.0
Ireland,IRL,Adequacy of social insurance programs (% of total welfare of beneficiary households),per_si_allsi.adq_pop_tot,NaN,1960.0
Isle of Man,IMN,Adequacy of social insurance programs (% of total welfare of beneficiary households),per_si_allsi.adq_pop_tot,NaN,1960.0
Israel,ISR,Adequacy of social insurance programs (% of total welfare of beneficiary households),per_si_allsi.adq_pop_tot,NaN,1960.0
Italy,ITA,Adequacy of social insurance programs (% of total welfare of beneficiary households),per_si_allsi.adq_pop_tot,NaN,1960.0
Jamaica,JAM,Adequacy of social insurance programs (% of total welfare of beneficiary households),per_si_allsi.adq_pop_tot,31.3084307505371,2010.0
Japan,JPN,Adequacy of social insurance programs (% of total welfare of beneficiary households),per_si_allsi.adq_pop_tot,NaN,1960.0
Jordan,JOR,Adequacy of social insurance programs (% of total welfare of beneficiary households),per_si_allsi.adq_pop_tot,33.1061257046912,2010.0
Kazakhstan,KAZ,Adequacy of social insurance programs (% of total welfare of beneficiary households),per_si_allsi.adq_pop_tot,49.85728563322411,2015.0
Kenya,KEN,Adequacy of social insurance programs (% of total welfare of beneficiary households),per_si_allsi.adq_pop_tot,5.6491452519650105,2015.0
Kiribati,KIR,Adequacy of social insurance programs (% of total welfare of beneficiary households),per_si_allsi.adq_pop_tot,NaN,1960.0
"Korea, Dem. People’s Rep.",PRK,Adequacy of social insurance programs (% of total welfare of beneficiary households),per_si_allsi.adq_pop_tot,NaN,1960.0
"Korea, Rep.",KOR,Adequacy of social insurance programs (% of total welfare of beneficiary households),per_si_allsi.adq_pop_tot,NaN,1960.0
Kosovo,XKX,Adequacy of social insurance programs (% of total welfare of beneficiary households),per_si_allsi.adq_pop_tot,17.383768738819303,2013.0
Kuwait,KWT,Adequacy of social insurance programs (% of total welfare of beneficiary households),per_si_allsi.adq_pop_tot,NaN,1960.0
Kyrgyz Republic,KGZ,Adequacy of social insurance programs (% of total welfare of beneficiary households),per_si_allsi.adq_pop_tot,44.3694882460155,2013.0
Lao PDR,LAO,Adequacy of social insurance programs (% of total welfare of beneficiary households),per_si_allsi.adq_pop_tot,29.8406096322887,2007.0
Latvia,LVA,Adequacy of social insurance programs (% of total welfare of beneficiary households),per_si_allsi.adq_pop_tot,47.8228152401178,2009.0
Lebanon,LBN,Adequacy of social insurance programs (% of total welfare of beneficiary households),per_si_allsi.adq_pop_tot,NaN,1960.0
Lesotho,LSO,Adequacy of social insurance programs (% of total welfare of beneficiary households),per_si_allsi.adq_pop_tot,NaN,1960.0
Liberia,LBR,Adequacy of social insurance programs (% of total welfare of beneficiary households),per_si_allsi.adq_pop_tot,11.806006200076899,2016.0
Libya,LBY,Adequacy of social insurance programs (% of total welfare of beneficiary households),per_si_allsi.adq_pop_tot,NaN,1960.0
Liechtenstein,LIE,Adequacy of social insurance programs (% of total welfare of beneficiary households),per_si_allsi.adq_pop_tot,NaN,1960.0
Lithuania,LTU,Adequacy of social insurance programs (% of total welfare of beneficiary households),per_si_allsi.adq_pop_tot,51.43149188927521,2008.0
Luxembourg,LUX,Adequacy of social insurance programs (% of total welfare of beneficiary households),per_si_allsi.adq_pop_tot,NaN,1960.0
"Macao SAR, China",MAC,Adequacy of social insurance programs (% of total welfare of beneficiary households),per_si_allsi.adq_pop_tot,NaN,1960.0
Madagascar,MDG,Adequacy of social insurance programs (% of total welfare of beneficiary households),per_si_allsi.adq_pop_tot,NaN,1960.0
Malawi,MWI,Adequacy of social insurance programs (% of total welfare of beneficiary households),per_si_allsi.adq_pop_tot,22.477961519261104,2016.0
Malaysia,MYS,Adequacy of social insurance programs (% of total welfare of beneficiary households),per_si_allsi.adq_pop_tot,30.2761226782811,2008.0
Maldives,MDV,Adequacy of social insurance programs (% of total welfare of beneficiary households),per_si_allsi.adq_pop_tot,11.031297576786699,2009.0
Mali,MLI,Adequacy of social insurance programs (% of total welfare of beneficiary households),per_si_allsi.adq_pop_tot,15.5139252572474,2009.0
Malta,MLT,Adequacy of social insurance programs (% of total welfare of beneficiary households),per_si_allsi.adq_pop_tot,NaN,1960.0
Marshall Islands,MHL,Adequacy of social insurance programs (% of total welfare of beneficiary households),per_si_allsi.adq_pop_tot,8.33333330324424,1999.0
Mauritania,MRT,Adequacy of social insurance programs (% of total welfare of beneficiary households),per_si_allsi.adq_pop_tot,34.804380225270904,2008.0
Mauritius,MUS,Adequacy of social insurance programs (% of total welfare of beneficiary households),per_si_allsi.adq_pop_tot,36.436457688865296,2012.0
Mexico,MEX,Adequacy of social insurance programs (% of total welfare of beneficiary households),per_si_allsi.adq_pop_tot,37.157922266032294,2014.0
"Micronesia, Fed. Sts.",FSM,Adequacy of social insurance programs (% of total welfare of beneficiary households),per_si_allsi.adq_pop_tot,28.3755250070069,2000.0
Moldova,MDA,Adequacy of social insurance programs (% of total welfare of beneficiary households),per_si_allsi.adq_pop_tot,38.85174232010289,2013.0
Monaco,MCO,Adequacy of social insurance programs (% of total welfare of beneficiary households),per_si_allsi.adq_pop_tot,NaN,1960.0
Mongolia,MNG,Adequacy of social insurance programs (% of total welfare of beneficiary households),per_si_allsi.adq_pop_tot,23.399537400464396,2012.0
Montenegro,MNE,Adequacy of social insurance programs (% of total welfare of beneficiary households),per_si_allsi.adq_pop_tot,53.6643358215946,2014.0
Morocco,MAR,Adequacy of social insurance programs (% of total welfare of beneficiary households),per_si_allsi.adq_pop_tot,NaN,1960.0
Mozambique,MOZ,Adequacy of social insurance programs (% of total welfare of beneficiary households),per_si_allsi.adq_pop_tot,43.097776514364995,2008.0
Myanmar,MMR,Adequacy of social insurance programs (% of total welfare of beneficiary households),per_si_allsi.adq_pop_tot,NaN,1960.0
Namibia,NAM,Adequacy of social insurance programs (% of total welfare of beneficiary households),per_si_allsi.adq_pop_tot,NaN,1960.0
Nauru,NRU,Adequacy of social insurance programs (% of total welfare of beneficiary households),per_si_allsi.adq_pop_tot,NaN,1960.0
Nepal,NPL,Adequacy of social insurance programs (% of total welfare of beneficiary households),per_si_allsi.adq_pop_tot,18.245541267045,2010.0
Netherlands,NLD,Adequacy of social insurance programs (% of total welfare of beneficiary households),per_si_allsi.adq_pop_tot,NaN,1960.0
New Caledonia,NCL,Adequacy of social insurance programs (% of total welfare of beneficiary households),per_si_allsi.adq_pop_tot,NaN,1960.0
New Zealand,NZL,Adequacy of social insurance programs (% of total welfare of beneficiary households),per_si_allsi.adq_pop_tot,NaN,1960.0
Nicaragua,NIC,Adequacy of social insurance programs (% of total welfare of beneficiary households),per_si_allsi.adq_pop_tot,17.1421358123498,2014.0
Niger,NER,Adequacy of social insurance programs (% of total welfare of beneficiary households),per_si_allsi.adq_pop_tot,13.1001806001213,2014.0
Nigeria,NGA,Adequacy of social insurance programs (% of total welfare of beneficiary households),per_si_allsi.adq_pop_tot,29.287548415774,2015.0
North Macedonia,MKD,Adequacy of social insurance programs (% of total welfare of beneficiary households),per_si_allsi.adq_pop_tot,NaN,1960.0
Northern Mariana Islands,MNP,Adequacy of social insurance programs (% of total welfare of beneficiary households),per_si_allsi.adq_pop_tot,NaN,1960.0
Norway,NOR,Adequacy of social insurance programs (% of total welfare of beneficiary households),per_si_allsi.adq_pop_tot,NaN,1960.0
Oman,OMN,Adequacy of social insurance programs (% of total welfare of beneficiary households),per_si_allsi.adq_pop_tot,NaN,1960.0
Pakistan,PAK,Adequacy of social insurance programs (% of total welfare of beneficiary households),per_si_allsi.adq_pop_tot,30.428846182606897,2013.0
Palau,PLW,Adequacy of social insurance programs (% of total welfare of beneficiary households),per_si_allsi.adq_pop_tot,27.979704568803502,2006.0
Panama,PAN,Adequacy of social insurance programs (% of total welfare of beneficiary households),per_si_allsi.adq_pop_tot,31.4723837057466,2014.0
Papua New Guinea,PNG,Adequacy of social insurance programs (% of total welfare of beneficiary households),per_si_allsi.adq_pop_tot,1.42659904143646,2009.0
Paraguay,PRY,Adequacy of social insurance programs (% of total welfare of beneficiary households),per_si_allsi.adq_pop_tot,28.108212424328297,2014.0
Peru,PER,Adequacy of social insurance programs (% of total welfare of beneficiary households),per_si_allsi.adq_pop_tot,19.9083919161499,2014.0
Philippines,PHL,Adequacy of social insurance programs (% of total welfare of beneficiary households),per_si_allsi.adq_pop_tot,9.7505570637554,2015.0
Poland,POL,Adequacy of social insurance programs (% of total welfare of beneficiary households),per_si_allsi.adq_pop_tot,74.27561421332851,2012.0
Portugal,PRT,Adequacy of social insurance programs (% of total welfare of beneficiary households),per_si_allsi.adq_pop_tot,NaN,1960.0
Puerto Rico,PRI,Adequacy of social insurance programs (% of total welfare of beneficiary households),per_si_allsi.adq_pop_tot,NaN,1960.0
Qatar,QAT,Adequacy of social insurance programs (% of total welfare of beneficiary households),per_si_allsi.adq_pop_tot,NaN,1960.0
Romania,ROU,Adequacy of social insurance programs (% of total welfare of beneficiary households),per_si_allsi.adq_pop_tot,67.6972717429355,2012.0
Russian Federation,RUS,Adequacy of social insurance programs (% of total welfare of beneficiary households),per_si_allsi.adq_pop_tot,26.2609718166948,2016.0
Rwanda,RWA,Adequacy of social insurance programs (% of total welfare of beneficiary households),per_si_allsi.adq_pop_tot,4.24063883140624,2013.0
Samoa,WSM,Adequacy of social insurance programs (% of total welfare of beneficiary households),per_si_allsi.adq_pop_tot,18.6510401573755,2008.0
San Marino,SMR,Adequacy of social insurance programs (% of total welfare of beneficiary households),per_si_allsi.adq_pop_tot,NaN,1960.0
