Country Name,Country Code,Indicator Name,Indicator Code,Most Recent Value,Year
Arab World,ARB,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,111.94369572724301,2017.0
Arab World,ARB,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,158.506998763172,2017.0
Arab World,ARB,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,26.4776726175944,2018.0
Arab World,ARB,"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,24.061922254356602,2018.0
Arab World,ARB,"Mortality rate, infant, male (per 1,000 live births)",SP.DYN.IMRT.MA.IN,28.778242252677302,2018.0
Arab World,ARB,"Mortality rate, neonatal (per 1,000 live births)",SH.DYN.NMRT,16.7293049322987,2018.0
Arab World,ARB,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,34.9929372833126,2018.0
Arab World,ARB,"Mortality rate, under-5, female (per 1,000 live births)",SH.DYN.MORT.FE,32.397831107070004,2018.0
Arab World,ARB,"Mortality rate, under-5, male (per 1,000 live births)",SH.DYN.MORT.MA,37.4303592058714,2018.0
Arab World,ARB,People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,83.1122349963876,2017.0
Arab World,ARB,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,70.1717347207878,2017.0
Arab World,ARB,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,58.6892586001699,2017.0
Arab World,ARB,Population growth (annual %),SP.POP.GROW,1.9159123160214901,2018.0
Arab World,ARB,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,23.549500298038897,2018.0
Arab World,ARB,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,32.5170967713197,2014.0
Arab World,ARB,"Population, total",SP.POP.TOTL,419790588.0,2018.0
Arab World,ARB,Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,NaN,1960.0
Arab World,ARB,Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,NaN,1960.0
Arab World,ARB,Poverty gap at $5.50 a day (2011 PPP) (%),SI.POV.UMIC.GP,NaN,1960.0
Arab World,ARB,Poverty gap at national poverty lines (%),SI.POV.NAGP,NaN,1960.0
Arab World,ARB,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.9411200000000001,2018.0
Arab World,ARB,Surface area (sq. km),AG.SRF.TOTL.K2,11273300.9922791,2018.0
Caribbean small states,CSS,Access to electricity (% of population),EG.ELC.ACCS.ZS,98.3837313333542,2017.0
Caribbean small states,CSS,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,NaN,1960.0
Caribbean small states,CSS,Adjusted net national income (constant 2010 US$),NY.ADJ.NNTY.KD,51182795669.46,2010.0
Caribbean small states,CSS,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,55633256817.2272,2017.0
Caribbean small states,CSS,Adjusted net national income per capita (annual % growth),NY.ADJ.NNTY.PC.KD.ZG,NaN,1960.0
Caribbean small states,CSS,Adjusted net national income per capita (constant 2010 US$),NY.ADJ.NNTY.PC.KD,7339.923081214,2010.0
Caribbean small states,CSS,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,7605.377015857471,2017.0
Caribbean small states,CSS,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,16.1047031993522,2017.0
Caribbean small states,CSS,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,6.153237812311421,2017.0
Caribbean small states,CSS,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,7.53914815837114,2017.0
Caribbean small states,CSS,GDP (constant 2010 US$),NY.GDP.MKTP.KD,65932478307.7601,2018.0
Caribbean small states,CSS,GDP (constant LCU),NY.GDP.MKTP.KN,NaN,1960.0
Caribbean small states,CSS,GDP (current LCU),NY.GDP.MKTP.CN,NaN,1960.0
Caribbean small states,CSS,GDP (current US$),NY.GDP.MKTP.CD,73523538154.6812,2018.0
Caribbean small states,CSS,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,2.26723392472779,2013.0
Caribbean small states,CSS,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,75.7746745302104,2017.0
Caribbean small states,CSS,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,71.33998156192821,2017.0
Caribbean small states,CSS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,73.5174924941115,2017.0
Caribbean small states,CSS,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,112.745251613304,2017.0
Caribbean small states,CSS,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,188.576175656721,2017.0
Caribbean small states,CSS,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,14.8631020045784,2018.0
Caribbean small states,CSS,"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,13.1272267532445,2018.0
Caribbean small states,CSS,"Mortality rate, infant, male (per 1,000 live births)",SP.DYN.IMRT.MA.IN,16.4922898152097,2018.0
Caribbean small states,CSS,"Mortality rate, neonatal (per 1,000 live births)",SH.DYN.NMRT,11.0440650378198,2018.0
Caribbean small states,CSS,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,17.178846170585,2018.0
Caribbean small states,CSS,"Mortality rate, under-5, female (per 1,000 live births)",SH.DYN.MORT.FE,15.237785824331699,2018.0
Caribbean small states,CSS,"Mortality rate, under-5, male (per 1,000 live births)",SH.DYN.MORT.MA,19.0820440955025,2018.0
Caribbean small states,CSS,People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,89.0112985505125,2017.0
Caribbean small states,CSS,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,76.20096362837751,2015.0
Caribbean small states,CSS,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,19.0098301339144,2017.0
Caribbean small states,CSS,Population growth (annual %),SP.POP.GROW,0.601162817720862,2018.0
Caribbean small states,CSS,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,NaN,1960.0
Caribbean small states,CSS,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,40.8052278760999,2005.0
Caribbean small states,CSS,"Population, total",SP.POP.TOTL,7358965.0,2018.0
Caribbean small states,CSS,Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,NaN,1960.0
Caribbean small states,CSS,Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,NaN,1960.0
Caribbean small states,CSS,Poverty gap at $5.50 a day (2011 PPP) (%),SI.POV.UMIC.GP,NaN,1960.0
Caribbean small states,CSS,Poverty gap at national poverty lines (%),SI.POV.NAGP,NaN,1960.0
Caribbean small states,CSS,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,1.00971,2018.0
Caribbean small states,CSS,Surface area (sq. km),AG.SRF.TOTL.K2,434990.0,2018.0
Central Europe and the Baltics,CEB,Access to electricity (% of population),EG.ELC.ACCS.ZS,100.0,2017.0
Central Europe and the Baltics,CEB,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,4.84578084992879,2017.0
Central Europe and the Baltics,CEB,Adjusted net national income (constant 2010 US$),NY.ADJ.NNTY.KD,1295340914789.37,2017.0
Central Europe and the Baltics,CEB,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,1164824132417.77,2017.0
Central Europe and the Baltics,CEB,Adjusted net national income per capita (annual % growth),NY.ADJ.NNTY.PC.KD.ZG,5.10650931497052,2017.0
Central Europe and the Baltics,CEB,Adjusted net national income per capita (constant 2010 US$),NY.ADJ.NNTY.PC.KD,12608.0919180719,2017.0
Central Europe and the Baltics,CEB,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,11337.7177870581,2017.0
Central Europe and the Baltics,CEB,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,10.160895005700601,2017.0
Central Europe and the Baltics,CEB,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,6.59813328373334,2017.0
Central Europe and the Baltics,CEB,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,11.957320154651502,2017.0
Central Europe and the Baltics,CEB,GDP (constant 2010 US$),NY.GDP.MKTP.KD,1668492978878.16,2018.0
Central Europe and the Baltics,CEB,GDP (constant LCU),NY.GDP.MKTP.KN,NaN,1960.0
Central Europe and the Baltics,CEB,GDP (current LCU),NY.GDP.MKTP.CN,NaN,1960.0
Central Europe and the Baltics,CEB,GDP (current US$),NY.GDP.MKTP.CD,1632912822080.02,2018.0
Central Europe and the Baltics,CEB,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,6.421446660782389,2013.0
Central Europe and the Baltics,CEB,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,80.8829291478305,2017.0
Central Europe and the Baltics,CEB,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,73.3777083800028,2017.0
Central Europe and the Baltics,CEB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,77.03396590629491,2017.0
Central Europe and the Baltics,CEB,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,66.7500552877283,2016.0
Central Europe and the Baltics,CEB,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,161.703754807921,2016.0
Central Europe and the Baltics,CEB,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,4.189120488661771,2018.0
Central Europe and the Baltics,CEB,"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,3.76368532417758,2018.0
Central Europe and the Baltics,CEB,"Mortality rate, infant, male (per 1,000 live births)",SP.DYN.IMRT.MA.IN,4.55844109310125,2018.0
Central Europe and the Baltics,CEB,"Mortality rate, neonatal (per 1,000 live births)",SH.DYN.NMRT,2.6726677778665002,2018.0
Central Europe and the Baltics,CEB,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,4.98402716783775,2018.0
Central Europe and the Baltics,CEB,"Mortality rate, under-5, female (per 1,000 live births)",SH.DYN.MORT.FE,4.483733431810919,2018.0
Central Europe and the Baltics,CEB,"Mortality rate, under-5, male (per 1,000 live births)",SH.DYN.MORT.MA,5.4793516448419,2018.0
Central Europe and the Baltics,CEB,People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,94.7107741644413,2017.0
Central Europe and the Baltics,CEB,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,NaN,1960.0
Central Europe and the Baltics,CEB,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,17.6333281162193,2017.0
Central Europe and the Baltics,CEB,Population growth (annual %),SP.POP.GROW,-0.22088235479053303,2018.0
Central Europe and the Baltics,CEB,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,NaN,1960.0
Central Europe and the Baltics,CEB,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,NaN,1960.0
Central Europe and the Baltics,CEB,"Population, total",SP.POP.TOTL,102511922.0,2018.0
Central Europe and the Baltics,CEB,Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,NaN,1960.0
Central Europe and the Baltics,CEB,Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,NaN,1960.0
Central Europe and the Baltics,CEB,Poverty gap at $5.50 a day (2011 PPP) (%),SI.POV.UMIC.GP,NaN,1960.0
Central Europe and the Baltics,CEB,Poverty gap at national poverty lines (%),SI.POV.NAGP,NaN,1960.0
Central Europe and the Baltics,CEB,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,0.99261,2018.0
Central Europe and the Baltics,CEB,Surface area (sq. km),AG.SRF.TOTL.K2,1135391.00097656,2018.0
Early-demographic dividend,EAR,Access to electricity (% of population),EG.ELC.ACCS.ZS,89.68482985901409,2017.0
Early-demographic dividend,EAR,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,3.6890628239768497,2017.0
Early-demographic dividend,EAR,Adjusted net national income (constant 2010 US$),NY.ADJ.NNTY.KD,9409494609339.18,2017.0
Early-demographic dividend,EAR,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,9510870892642.34,2017.0
Early-demographic dividend,EAR,Adjusted net national income per capita (annual % growth),NY.ADJ.NNTY.PC.KD.ZG,2.32969881503726,2017.0
Early-demographic dividend,EAR,Adjusted net national income per capita (constant 2010 US$),NY.ADJ.NNTY.PC.KD,2933.8763496596002,2017.0
Early-demographic dividend,EAR,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,2965.48543094908,2017.0
Early-demographic dividend,EAR,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,20.484563728776102,2017.0
Early-demographic dividend,EAR,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,5.0249880039557,2017.0
Early-demographic dividend,EAR,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,6.629814218936501,2017.0
Early-demographic dividend,EAR,GDP (constant 2010 US$),NY.GDP.MKTP.KD,12138752751536.1,2018.0
Early-demographic dividend,EAR,GDP (constant LCU),NY.GDP.MKTP.KN,NaN,1960.0
Early-demographic dividend,EAR,GDP (current LCU),NY.GDP.MKTP.CN,NaN,1960.0
Early-demographic dividend,EAR,GDP (current US$),NY.GDP.MKTP.CD,11638859227436.8,2018.0
Early-demographic dividend,EAR,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1.22517407197752,2011.0
Early-demographic dividend,EAR,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,72.15992720011741,2017.0
Early-demographic dividend,EAR,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,68.4780791156251,2017.0
Early-demographic dividend,EAR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,70.2552611004123,2017.0
Early-demographic dividend,EAR,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,129.928197650702,2017.0
Early-demographic dividend,EAR,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,197.18323710312,2017.0
Early-demographic dividend,EAR,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,28.686549744319603,2018.0
Early-demographic dividend,EAR,"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,26.847251831423602,2018.0
Early-demographic dividend,EAR,"Mortality rate, infant, male (per 1,000 live births)",SP.DYN.IMRT.MA.IN,30.472447989922,2018.0
Early-demographic dividend,EAR,"Mortality rate, neonatal (per 1,000 live births)",SH.DYN.NMRT,20.1449149392852,2018.0
Early-demographic dividend,EAR,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,35.361265591636794,2018.0
Early-demographic dividend,EAR,"Mortality rate, under-5, female (per 1,000 live births)",SH.DYN.MORT.FE,33.706767662351396,2018.0
Early-demographic dividend,EAR,"Mortality rate, under-5, male (per 1,000 live births)",SH.DYN.MORT.MA,36.8811186951417,2018.0
Early-demographic dividend,EAR,People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,65.6099591402245,2017.0
Early-demographic dividend,EAR,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,59.4864040602994,2017.0
Early-demographic dividend,EAR,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,60.3592904453642,2017.0
Early-demographic dividend,EAR,Population growth (annual %),SP.POP.GROW,1.30806354112624,2018.0
Early-demographic dividend,EAR,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,18.7898164289175,2018.0
Early-demographic dividend,EAR,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,27.0384934402143,2014.0
Early-demographic dividend,EAR,"Population, total",SP.POP.TOTL,3249140605.0,2018.0
Early-demographic dividend,EAR,Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,NaN,1960.0
Early-demographic dividend,EAR,Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,NaN,1960.0
Early-demographic dividend,EAR,Poverty gap at $5.50 a day (2011 PPP) (%),SI.POV.UMIC.GP,NaN,1960.0
Early-demographic dividend,EAR,Poverty gap at national poverty lines (%),SI.POV.NAGP,NaN,1960.0
Early-demographic dividend,EAR,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,1.02518,2018.0
Early-demographic dividend,EAR,Surface area (sq. km),AG.SRF.TOTL.K2,34108218.0537415,2018.0
East Asia & Pacific,EAS,Access to electricity (% of population),EG.ELC.ACCS.ZS,97.8255563174976,2017.0
East Asia & Pacific,EAS,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,3.7888380975446005,2017.0
East Asia & Pacific,EAS,Adjusted net national income (constant 2010 US$),NY.ADJ.NNTY.KD,18036287136387.6,2017.0
East Asia & Pacific,EAS,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,18654105299866.8,2017.0
East Asia & Pacific,EAS,Adjusted net national income per capita (annual % growth),NY.ADJ.NNTY.PC.KD.ZG,3.08525438832497,2017.0
East Asia & Pacific,EAS,Adjusted net national income per capita (constant 2010 US$),NY.ADJ.NNTY.PC.KD,7793.73931619035,2017.0
East Asia & Pacific,EAS,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,8060.70743854021,2017.0
East Asia & Pacific,EAS,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,13.582928248597801,2017.0
East Asia & Pacific,EAS,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,6.648311399456941,2017.0
East Asia & Pacific,EAS,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,7.11424254680889,2017.0
East Asia & Pacific,EAS,GDP (constant 2010 US$),NY.GDP.MKTP.KD,23893319520586.0,2018.0
East Asia & Pacific,EAS,GDP (constant LCU),NY.GDP.MKTP.KN,NaN,1960.0
East Asia & Pacific,EAS,GDP (current LCU),NY.GDP.MKTP.CN,NaN,1960.0
East Asia & Pacific,EAS,GDP (current US$),NY.GDP.MKTP.CD,25942413437360.0,2018.0
East Asia & Pacific,EAS,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,4.44360048737964,2012.0
East Asia & Pacific,EAS,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,78.50713348336929,2017.0
East Asia & Pacific,EAS,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,73.404356632599,2017.0
East Asia & Pacific,EAS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,75.8657476184635,2017.0
East Asia & Pacific,EAS,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,79.036318772991,2017.0
East Asia & Pacific,EAS,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,127.78964064543001,2017.0
East Asia & Pacific,EAS,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,12.5,2018.0
East Asia & Pacific,EAS,"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,11.3,2018.0
East Asia & Pacific,EAS,"Mortality rate, infant, male (per 1,000 live births)",SP.DYN.IMRT.MA.IN,13.5,2018.0
East Asia & Pacific,EAS,"Mortality rate, neonatal (per 1,000 live births)",SH.DYN.NMRT,7.5,2018.0
East Asia & Pacific,EAS,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,15.0,2018.0
East Asia & Pacific,EAS,"Mortality rate, under-5, female (per 1,000 live births)",SH.DYN.MORT.FE,13.6,2018.0
East Asia & Pacific,EAS,"Mortality rate, under-5, male (per 1,000 live births)",SH.DYN.MORT.MA,16.3,2018.0
East Asia & Pacific,EAS,People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,84.0265108132884,2017.0
East Asia & Pacific,EAS,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,NaN,1960.0
East Asia & Pacific,EAS,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,39.7499575389656,2017.0
East Asia & Pacific,EAS,Population growth (annual %),SP.POP.GROW,0.6057754241776079,2018.0
East Asia & Pacific,EAS,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,NaN,1960.0
East Asia & Pacific,EAS,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,25.7938114421832,2014.0
East Asia & Pacific,EAS,"Population, total",SP.POP.TOTL,2328220870.0,2018.0
East Asia & Pacific,EAS,Poverty gap at $1.90 a day (2011 PPP) (%),SI.POV.GAPS,0.3,2018.0
East Asia & Pacific,EAS,Poverty gap at $3.20 a day (2011 PPP) (%),SI.POV.LMIC.GP,1.8,2018.0
East Asia & Pacific,EAS,Poverty gap at $5.50 a day (2011 PPP) (%),SI.POV.UMIC.GP,7.9,2018.0
East Asia & Pacific,EAS,Poverty gap at national poverty lines (%),SI.POV.NAGP,NaN,1960.0
East Asia & Pacific,EAS,"School enrollment, primary and secondary (gross), gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,1.0060799999999999,2018.0
East Asia & Pacific,EAS,Surface area (sq. km),AG.SRF.TOTL.K2,24827743.4039211,2018.0
East Asia & Pacific (excluding high income),EAP,Access to electricity (% of population),EG.ELC.ACCS.ZS,97.59162160100279,2017.0
East Asia & Pacific (excluding high income),EAP,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,5.14560257338887,2017.0
East Asia & Pacific (excluding high income),EAP,Adjusted net national income (constant 2010 US$),NY.ADJ.NNTY.KD,9632387991024.13,2017.0
East Asia & Pacific (excluding high income),EAP,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,11143759084077.9,2017.0
East Asia & Pacific (excluding high income),EAP,Adjusted net national income per capita (annual % growth),NY.ADJ.NNTY.PC.KD.ZG,4.38102538760243,2017.0
East Asia & Pacific (excluding high income),EAP,Adjusted net national income per capita (constant 2010 US$),NY.ADJ.NNTY.PC.KD,4657.47727664954,2017.0
East Asia & Pacific (excluding high income),EAP,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,5388.25935571885,2017.0
East Asia & Pacific (excluding high income),EAP,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,14.224806474837198,2017.0
East Asia & Pacific (excluding high income),EAP,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,4.91020861844716,2017.0
East Asia & Pacific (excluding high income),EAP,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,6.942622376928201,2017.0
East Asia & Pacific (excluding high income),EAP,GDP (constant 2010 US$),NY.GDP.MKTP.KD,13466216582422.4,2018.0
East Asia & Pacific (excluding high income),EAP,GDP (constant LCU),NY.GDP.MKTP.KN,NaN,1960.0
East Asia & Pacific (excluding high income),EAP,GDP (current LCU),NY.GDP.MKTP.CN,NaN,1960.0
East Asia & Pacific (excluding high income),EAP,GDP (current US$),NY.GDP.MKTP.CD,16284459791798.2,2018.0
East Asia & Pacific (excluding high income),EAP,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,3.6474003099242402,2012.0
East Asia & Pacific (excluding high income),EAP,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,77.5631021007142,2017.0
East Asia & Pacific (excluding high income),EAP,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,72.60702519018879,2017.0
East Asia & Pacific (excluding high income),EAP,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,74.99495160201329,2017.0
East Asia & Pacific (excluding high income),EAP,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,80.5566906104356,2017.0
East Asia & Pacific (excluding high income),EAP,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,129.472060615971,2017.0
East Asia & Pacific (excluding high income),EAP,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,13.0844150084601,2018.0
East Asia & Pacific (excluding high income),EAP,"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,11.743216276059801,2018.0
East Asia & Pacific (excluding high income),EAP,"Mortality rate, infant, male (per 1,000 live births)",SP.DYN.IMRT.MA.IN,14.310942030533399,2018.0
East Asia & Pacific (excluding high income),EAP,"Mortality rate, neonatal (per 1,000 live births)",SH.DYN.NMRT,7.8672110400875,2018.0
East Asia & Pacific (excluding high income),EAP,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,15.7346401454547,2018.0
East Asia & Pacific (excluding high income),EAP,"Mortality rate, under-5, female (per 1,000 live births)",SH.DYN.MORT.FE,14.203645434447699,2018.0
East Asia & Pacific (excluding high income),EAP,"Mortality rate, under-5, male (per 1,000 live births)",SH.DYN.MORT.MA,17.1969575415761,2018.0
East Asia & Pacific (excluding high income),EAP,People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,82.3377196871954,2017.0
East Asia & Pacific (excluding high income),EAP,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,NaN,1960.0
East Asia & Pacific (excluding high income),EAP,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,42.5394679440716,2017.0
East Asia & Pacific (excluding high income),EAP,Population growth (annual %),SP.POP.GROW,0.652568917370559,2018.0
East Asia & Pacific (excluding high income),EAP,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,NaN,1960.0
East Asia & Pacific (excluding high income),EAP,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,25.7938114421832,2014.0
